storage_area,TYPE,name,information,dosage,,winery_name,vintage,purchase_price,quantity,other vintages,Spalte12,sales_price,glass_price,internal_notes,,,,,,,
917,RED,Rosso di Montalcino ,,,Sangiovese,Casanuova di Neri,2011,15.50,3,,,53,8,Handlese. Gärung; spontane Fermentation. Mazeration im Bottich für 2-3 Wochen. Ausbau; 15 Monate in Eichenholz. Keine Flaschenlagerung.,,,,,,,
918,RED,Rosso di Montalcino ,,,Sangiovese,Lisini,2010,15.30,3,,,52,8,BSA. 6 Monate im Eichenholz. 3 Monate Flaschenlagerung.,,1 fehlt,,,,,
919,RED,Rosso di Montalcino ,,,Sangiovese,Pian dell'Orino,2014,36,1,2016-2 ,,99,16,Gärung; spontan im Gärtank. Mehr als 3 Wochen auf der Maische. Ausbau; 19 Monate in slovenischem Eichenholz 25hl. Unfiltriert.,,,,,,,
920,RED,,,,,,,,,,,7,1,Fermentation im Stahl. Ausbau im Barrique mit BSA,,,,,,,
921,RED,Brunello di Montalcino Vigna del Lago,,,sangiovese,Val di Suga,2013,34.90,2,,,96,15,,,,,,,,
922,RED,,,,,,,,,,,7,1,,,,,,,,
923,RED,Morellino di Scansano ,,,"85% Sangiovese, 15% Ciliegiolo,Colorino,Alicante,Syrah",Podere 414,2012,6.89,2,2011-1,,31,5,Gärung; Stahltank und Holzbottich. Verlängerte Mazeration auf der Schale 15-20 Tage. Punch downs per Hand. Ausbau; der ganze Wein für 12 Monate in kleinen Holzfässern und Tonneau,,,,,,,
924,RED,Morellino Poggiargentiera,,,,Capatosta,2008,17.3,2,2011-1,,58,9,,,,,,,,
925,RED,,,,,,,,,,,7,1,,,,,,,,
926,RED,Le Pergole Torte,,,sangioves,,2018,101.95,0,nicht gelistet,2,224,37,,,,,,,,
927,RED,Le Pergole Torte ,,,Sangiovese,Montevertine,2020,112.2,4,,,247,41,,,,,,,,
928,RED,Piemont,,,,,,,,,,7,1,,,,,,,,
929,RED,Barbaresco Ronchi ,,,Nebbilo,Rocca Albino,2016,33.5,0,nicht gelistet ,2,92,15,"240m.ü.m. Ausbau; 80% in deutschen & österreichischen Eichenholz20hl, 20% in franz. Barrique für 2 Jahre.",,,,,,,
930,RED,,,,,,,,,,,7,1,,,,,,,,
931,RED,Barbaresco ,,,,Angelo Gaja,2011,186,2,,,409,68,Preis,,,,,,,
932,RED,Barbaresco ,,,Nebbiolo,Bruno Rocca,2017,30.78,1,,2,85,14,Gärung; Edelstahl für 15-18 tage. Ausbau; 12-18 Monate in franz. Eichenbarrique.,,,,,,,
933,RED,Barbaresco Rabaja ,,,Nebbiolo,Bruno Rocca,2012,65.97,1,2019-2 ,,145,24,"BIO. Gärung, Klatmazeration, 3 Wochen fermentation, spontanvergärung. Ausbau; in 20% neuen und 80% gebrauchten Barrique für 14 - 18 Monate.",,,,,,,
934,RED,Barbaresco Valeriano,,,nebbiolo,La Spinetta,2009,116.95,2,,,257,42,"450m.ü.M. auf Kalkböden Gärung; 7-8 tag Fermentation. BSA im Barrique. Ausbau; franz. Barrique (mittlere Tostatur) für 32 -34 Monate. 3 Monate im Stahl. Dann 5-6 Jahre Monate Flaschenlagerung. Keine Schönung, Filtration",,,,,,,
935,RED,Barbaresco Vigneto Starderi,,,Nebbilo,,2010,99.9,2,,,220,36,,,,,,,,
936,RED,,,,,,,,,,,,,,,,,,,,
937,RED,,,,,,,,,,,7,1,"270m.ü.M. Gärung; 7-8 tag Fermentation. BSA im Barrique. Ausbau; franz. Barrique (mittlere Tostatur) für 20-22 Monate. 3 Monate im Stahl. 12 Monate Flaschenlagerung. Keine Schönung, Filtration",,,,,,,
938,RED,Barbaresco Vigneto Starderi ,,,Nebbiolo,La Spinetta,2012,107,2,,,235,39,"270m.ü.M. Gärung; 7-8 tag Fermentation. BSA im Barrique. Ausbau; franz. Barrique (mittlere Tostatur) für 20-22 Monate. 3 Monate im Stahl. 12 Monate Flaschenlagerung. Keine Schönung, Filtration",,,,,,,
939,RED,Barbaresco Vigneto Starderi ,,,Nebbiolo,La Spinetta,2005,93.2,1,,1,215,35,"270m.ü.M. Gärung; 7-8 tag Fermentation. BSA im Barrique. Ausbau; franz. Barrique (mittlere Tostatur) für 20-22 Monate. 3 Monate im Stahl. 12 Monate Flaschenlagerung. Keine Schönung, Filtration",,,,,,,
940,RED,Costa Russi ,,,Nebbiolo,Angelo Gaja,1999,180,1,,,465,77,"Ausbau zuerst in franz. Barrique, danach in slow. Grossen Holzfässern für 18-26 Monate. Flaschenlagerung.",,,,,,,
941,RED,Barbera d'Asti Cotamiole ,,,Barbera,Prunotto,2008,,3,,,48,8,"Gärung; 15 Tage Mazeration mit 4x täglichem Umwälzen. Ausbau; BSA, 12 Monate in franz. EichenBarrqiue. ",,,,,,,
942,RED,Barbera d'Asti Bricco dell'Uccellone,,,Barbera,Braida,2015,33.5,1,2014-1,1,92,15,"Gärung; Mazeration auf der Schale für 20 tage. Ausbau; 12 Moante im EichenHolzfass 225l, 12 Monate Flaschenlagerung.",,,,,,,
943,RED,Barbera d'Asti Ca di Pian ,,,Barbera,La Spinetta,2011,13.62,1,2017-1 2019-1,,47,7,"300m.ü.M. Gärung; 7-8 Tage. BSA im Holz. Ausbau; 12 Monate in franz. Barrique ( mittlere Tostatur). 6 Monate im Stahl. 12 Monate Flaschenlagerung. Keine Schönung, Filtration",,,,,,,
944,RED,,,,,,,,,,,7,1,"300m.ü.M. Gärung; 7-8 Tage. BSA im Holz. Ausbau; 12 Monate in franz. Barrique ( mittlere Tostatur). 6 Monate im Stahl. 12 Monate Flaschenlagerung. Keine Schönung, Filtration",,,,,,,
945,RED,,,,,,,,,,,7,1,,,,,,,,
946,RED,Barbera d'Asti Superiore Vanet,,,Barbera,Cascina Ferro,2011,10.3,3,,,41,6,250m.ü.M. Handlese. Gärung; Im Cement. Mazeration 10-15 Tage. Ausbau; 12 Moante in franz. EichenBarique,,,,,,,
947,RED,Barbera d'Alba Trevigne ,,,Barbera,Clerico Domenico,2011,10.8,3,,,42,7,"Handlese. Gärung; Mazeration auf der Schale für 10-14 Tage. Ausbau, 12-16 Monate in franz. EichenBarrique (5%neu / 50% zweit Belegung)",,,,,,,
948,RED,Barbera d'Alba Gepin,,,Barbera,Rocca Albino,2011,14.5,1,2016-1 2017-1,,50,8,"240m.ü.M. Ausbau; 14 Monate 80% in deutschen & österreichischen Eichenholz, 20% in franz. Barrique",,1 fehlt,,,,,
949,RED,Barbera del Monferrato Rivalta ,,,Barbera,Villa Sparina,2003,27.3,2,,1,88,14,"300-320m.ü.M. Handlese. Gärung; Fermentation 2 Wochen. BSA. Ausbau; 12 Moante 20% im stahl, 80% in Barrique. 1 Jahr Flaschenlagerung. ",,,,,,,
950,RED,Barolo Prapò,,,Nebbiolo,Germano Ettore,2009,30.9,0,nicht gelistet,2,85,14,"350-370m.ü.M. Gärung; 30 Tage auf der Schale. Ausbau; 24 Monate in Eichenholz, 15 Monate Flaschenlagerung. ",,,,,,,
951,RED,,,,,,,,,,,7,1,260m.ü.M. ,,,,,,,
952,RED,Barolo Cascina Francia ,,,,Conterno Giacomo,2018,159.72,2,,,351,58,21 Monate Barrique.,,,,,,,
953,RED,,,,,,,,,,,7,,,,,,,,,
954,RED,,,,,,,,,,,7,1,"Gärung; Fermentatin im Holzbottich 15 Tage auf der Schale. Ausbau; 2 Jahr in Tonneau 700l, 15-16 Monate Flaschenlagerung.",,,,,,,
955,RED,Barolo ,,,Nebbiolo,Elio Altare,2013,59.7,2,,,131,21,Gärung; Mazeration auf der Schale im Rotortank für 4-5 Tage. Ausbau; 24 Monate im franz. Barrique.,,,,,,,
956,RED,Barolo Aeroplan Servaj ,,,Nebbiolo,Clerico Domenico,2011,79.15,2,,,174,29,"Handlese. Gärung; Mazeration auf der Schale im Rotortank für 30 Tage. Ausbau; 26-36 Monate in franz. EichenBarrique (80% neu, 20% zweite Belegung)",,,,,,,
957,RED,,,,,,,,,,,7,1,,,,,,,,
958,RED,,,,,,,,,,,7,1,,,,,,,,
959,RED,Barolo Pajana ,,,Nebbiolo,Clerico Domenico,2006,89.25,3,,,196,32,"Handlese. Gärung; im Rotortank auf der Schale für 20-30 Tage. Ausbau; 24-30 Monate in franz. Barrique (80% neu, 20% zweite Belegung)",,,,,,,
960,RED,Barolo Vigna Cappella di Santo Stefano,,,Nebbiolo,Rocche dei Manzoni,2015,54.65,1,,2,125,20,"BIO. Gärung; 20-25 Tage auf der Schale. Ausbau, 28 Monate in eichenholz. 12 Monate Flaschenlagerung.",,,,,,,
961,RED,Barolo Riserva,,,,Marchesi di Barolo,2008,74,3,,,163,27,,,,,,,,
962,RED,Barolo Sori Ginestra ,,,Nebbiolo,Conterno Fantino,2011,58.75,1,2012-2 ,,129,21,"340-360m.ü.M. Handlese. Gärung; Mazeration auf der Schale für 8-15 Tage im Stahltank. Ausbau; 24 Monate in franz. Barrique, 12 Monate Flaschenlagerung.",,,,,,,
963,RED,Barolo,,,Nebbiolo,Cerviano Abbona,2016,35.5,3,,,98,16,Gärung; spontan im Stahltank. Ausbau; 44 Monate in slow. Barrique. 6 Monate Flaschenlagerung.,,,,,,,
964,RED,,,,,,,,,,,7,1,,,,,,,,
965,RED,Barolo Romirasco ,,,Nebbiolo,Conterno Aldo,2006,166.55,1,2005-2,,366,61,Gärung; 30 Tage auf der Schale. Fermentation. Ausbau; 30 Monate in slovenischen grossen Eichenfässern.,,,,,,,
966,RED,Sperss,,,,Angelo Gaja,2008,266.95,1,2019-1 (429),,590,98,"Handlese. Gärung; im Rotortank auf der Schale für 10-12 Tage Barbera, 12-14 Tage Nebbiolo. Ausbau; 16-18 Monate in neuen franz. Barrique.",,,,,,,
967,RED,Arte,,,"90% Nebbiolo, 10% Barbera",Clerico Domenico,2012,19.5,1,2014-2,,65,10,"Barbera,Gärung im Rotortank für 10-12 Tage. Nebbiolo für 12-14 Tage. Ausbau; 16-18 Monate in neuen franz. Barrique.",,,,,,,
968,RED,,,,,,,,,,,7,1,"BIO, Gärung; 2 Wochen auf der Schale.Ausbau; 24-30 Monate in Barrique, 12 Monate Flaschenlagerung, nicht gefiltert",,,,,,,
969,RED,Dolcetto Papá Celso ,,,Dolcetto,Marziano Abbona,2011,9.4,3,2014-1,,38,6,"Gärung; Fermentation 5-7 Tage im Stahl. Ausbau; 10 Monate im Stahl, 2 Monate Flaschenlagerung.",,,,,,,
970,RED,Nebbiolo ,,,Nebbiolo,Elio Altare,2018,19.5,3,,,65,10,Gärung; im Rotortank auf der Schale für 3-4 Tage. Ausbau; in franz. gebrauchten barrique für 5 Monate,,,,,,,
971,RED,Nebbiolo Langhe ,,,,La Spinetta,2012,12.6,2,,,48,8,270m.ü.M. Rebalter; 16-20 Jahre. Gärung; 7-8 tage im Rotortank. BSA im franz. Eichenfass. Ausbau; 2 Monate im Stahl. 2 Monate Flaschenlagerung.,,,,,,,
972,RED,Lessona,,,Nebbiolo,Proprietà Sperino,2011,32,0,nicht gelistet,2,88,14,280-350m.ü.M.,,,,,,,
973,RED,Monprà,,,"50% Nebbiolo, 50% Barbera",Conterno Fantino,2012,22.18,1,2020-2 ,,72,12,Gärung; einzel während 1 Woche im Rotortank. Ausbau; 18 Monate in Barrique,,,,,,,
974,RED,,,,,,,,,,,7,1,,,,,,,,
975,RED,Abruzzen,,,,,,,,,,7,1,,,,,,,,
976,RED,Montepulciano d'Abruzzo ,,,Montepulciano d´Abruzzo,Praesidium,2005,27.8,2,,,89,14,Gärung; spontane Fermentation in Stahlbottich mit Mazeration von ca. 12 Tagen. Ausbau; 24 Monate im Stahl. 6 Monate Flaschenlagerung. Nicht filtriert,,,,,,,
977,RED,Montepulciano d´Abruzzo ,,,,Villa Gemma Masciarelli,2006,45,2,2018-1,,124,20,400m.ü.mM. ,,,,,,,
978,RED,Montepulciano d´Abruzzo Riserva Zanna,,,Montepulciano,Illuminati,2008,12.5,2,,1,48,7,287m.ü.M. Gärung; im Stahltank. BSA. Ausbau; im slovenischen Eichenholz 25hl für 24-26 Monate. ,,,,,,,
979,RED,Montepulciano Marina Cvetic,,,,Masciarelli,2009,16,2,,,54,9,24 Monate in franz. Barrique.,,,,,,,
980,RED,,,,,,,,,,,7,1,,,,,,,,
981,RED,,,,,,,,,,,7,1,,,,,,,,
982,RED,,,,,,,,,,,7,1,,,,,,,,
983,RED,Umbrien,,,,,,,,,,7,1,,,,,,,,
984,RED,Fobiano ,,,"70% Merlot, 30% Cabernet s. ",La Carraia,2009,15.4,3,,,52,8,Gärung; mazeration mit Umwälzen von 20-24 Tage.,,,,,,,
985,RED,Rosso di Montefalco Sallustio BIO,,,"60% Sangiovese, 25% Barbera, 15% Sagrantino",Di Filippo,2011,8.13,3,,,33,5,Gärung; Fermentation von 10 Tagen. Ausbau; 12 Monate im grossen Eichenfass,,,,,,,
986,RED,Sagrantino di Montefalco BIO,,,Sagrantino,Di Filippo,2008,21.2,1,2019-2 ,,70,11,"Gärung; traditionell, verlängert. Ausbau; 18-24 Monate in Barrique & Tonneau.",,,,,,,
987,RED,Campoleone ,,,"50% Sangiovese, 50% Merlot",Lamborghini,2010,18.7,1,,2,62,10,"Gärung; Mazeration von 18 tage auf der Schale, BSA. Ausbau; separat für 12 Moante in franz. EichenBarrique. 6 Monate Flaschenlagerung.",,kontrolliren unten 0,,,,,
988,RED,Montefalco 25 Anni ,,,Sagrantino,Arnaldo Caprai,2009,56.25,2,2010-1; 2012-1,,124,20,Ausbau; 24 Monate in franz. Eichenbarrqiue. 8 Monate Flaschenlagerung.,,,,,,,
989,RED,,,,,,,,,,,7,1,"Ausbau; 22 Monate in franz. EichenBarrique, 6 Monate Flaschenlagerung",,,,,,,
990,RED,,,,,,,,,,,7,1,,,,,,,,
991,RED,,,,,,,,,,,7,1,,,,,,,,
992,RED,,,,,,,,,,,7,1,,,,,,,,
993,RED,Marken,,,,,,,,,,7,1,,,,,,,,
994,RED,,,,,,,,,,,7,1,,,,,,,,
995,RED,Kurni,,,Montepulciano,Oasi degli Angeli,2019,94.55,3,,,208,34,ein Teil der Trauben werden getrocknet. 12 Monate in Barrique,,,,,,,
996,RED,,,,,,,,,,,7,1,,,,,,,,
997,RED,,,,,,,,,,,7,1,,,,,,,,
998,RED,,,,,,,,,,,7,1,,,,,,,,
999,RED,Latium,,,,,,,,,,7,1,,,,,,,,
1000,RED,Montiano ,,,Merlot,Cotarella,2016,39.9,2,2018-1,,110,18,"300m.ü.M. Gärung; Mazeration auf der Schale für 15 Tage im Stahl, BSA im Barrique. Ausbau; 12 Monate in franz. Barrique.",,,,,,,
1001,RED,,,,,,,,,,,7,1,,,,,,,,
1002,RED,,,,,,,,,,,7,1,,,,,,,,
1003,RED,,,,,,,,,,,7,1,,,,,,,,
1004,RED,Molise,,,,,,,,,,7,1,,,,,,,,
1005,RED,Contado Riserva ,,,Aglianico,Di Majo Norante,2009,8.22,5,,,34,5,"100m.ü.M. Gärung; traditionell, Mazeration auf der Schale für 1 Monat, BSA. Ausbau; ein Teil in mittleren Holzbottich, rest im Stahl. 6 Monate Flaschenlagerung.",,,,,,,
1006,RED,Don Luigi ,,,"90% Montepulciano, 10% Aglianico",Di Majo Norante,2009,18.48,1,2011-1,,61,10,"100m.ü.M. Gärung; traditionell, Mazeration auf der Schale für 1 Monat, BSA. Ausbau; in neuen Barrique für 12 Monate. 6 Monate Flaschenlagerung.",,,,,,,
1007,RED,,,,,,,,,,,7,1,,,,,,,,
1008,RED,,,,,,,,,,,7,1,,,,,,,,
1009,RED,,,,,,,,,,,7,1,,,,,,,,
1010,RED,Kampanien,,,,,,,,,,7,1,,,,,,,,
1011,RED,Terra di Lavoro ,,,"90% Aglianico, 10% Piedirosso",Galardi,2009,35.1,3,,,97,16,400m.ü.M. Gärung; 20Tage auf der Schale mit Untertauchen. BSA im Stahltank. Ausbau; 12 Monate in neuen franz. Barrique.,,,,,,,
1012,RED,,,,,,,,,,,7,1,"Gärung; im Stahltank, Mazeration für 3-4 Wochen. Ausbau; 18 Monate in franz. Barrique (mittlere Tostatur). 9 Monate Flaschenlagerung.",,,,,,,
1013,RED,,,,,,,,,,,7,1,,,,,,,,
1014,RED,,,,,,,,,,,7,1,,,,,,,,
1015,RED,Apulien,,,,,,,,,,7,1,,,,,,,,
1016,RED,"""Jo"" Negroamaro Salento",,,Negramaro,Gianfranco Fino,2012,33.66,2,,,93,15,"Handlese. Gärung; im Stahltank. Mazeration für 3-4 Wochen. Ausbau; 12 Monate in franz. EichenBarrique 50%neu, mit täglicher Batonnage. 6 Monate Flaschenlagerun. Keine schönug, filtration",,,,,,,
1017,RED,,,,,,,,,,,7,1,,,,,,,,
1018,RED,Selvarosso Riserva Salice Salentino,,,"85% Negroamaro, 15% Malvasia nera",Cantine due Palme,2010,13.86,1,,2,48,7,Handlese. Gärung; Mazeration von 15 tagen mit BSA.  Ausbau; 9 Monate in Barrique. Einige Monate Flaschenlagerung.,,,,,,,
1019,RED,Il Falcone Riserva ,,,"70& Nero di troia, 30% Montepulciano",Tenuta Rivera,2007,11.4,2,,,44,7,"400m.ü.M. Gärung; 15 Tage mit Umwälzen. Ausbau; 14 Monate 50% in franz.Eichen Barrique, 50% im grossenEichenHolz. 1 Jahr Flaschenlagerung.",,,,,,,
1020,RED,,,,,,,,,,,7,1,,,,,,,,
1021,RED,,,,,,,,,,,7,1,,,,,,,,
1022,RED,,,,,,,,,,,7,1,,,,,,,,
1023,RED,Basilicata,,,,,,,,,,7,1,,,,,,,,
1024,RED,La Firma ,,,Aglianico del vulture,Cantine del Notaio,2010,25.7,1, 2011-1,,83,13,"Handlese. Gärung; Mazeration 20 Tage. Ausbau; 12 Moante in  Holz unf Tonneau, (in einer Grotte von Fulkangestein). 1 Jahr Flaschenlagerung.",,,,,,,
1025,RED,,,,,,,,,,,7,1,.,,,,,,,
1026,RED,,,,,,,,,,,7,1,,,,,,,,
1027,RED,,,,,,,,,,,7,1,,,,,,,,
1028,RED,,,,,,,,,,,7,,,,,,,,,
1029,RED,,,,,,,,,,,7,,,,,,,,,
1030,RED,,,,,,,,,,,7,1,,,,,,,,
1031,RED,,,,,,,,,,,7,1,,,,,,,,
1032,RED,,,,,,,,,,,7,1,,,,,,,,
1033,RED,Sardinien,,,,,,,,,,7,1,,,,,,,,
1034,RED,Rocca Rubia Riserva,,,carignano ,Santadi,2020,14.4,2,,,49,8,10-12 Monate in Barrique. Einige Monate Flaschenlagerung.,,,,,,,
1035,RED,Barrua - Isola die Nuraghi,,,"carignano, cabernet s., merlot",Agricola Punica,2010,27.5,2,,1,88,14,Handlese. Gärung; Fermentation im Stahl für 15 Tage.  Ausbau; mit BSA im Barrique für 18 Monate. 1 jahr Flaschenlagerung.,,,,,,,
1036,RED,Turriga ,,,"cannonau, malvasia nera, carignano, bovale sardo",Argiolas,2010,75.24,1,2019-1 ,,166,27,230m.ü.M. Handlese. Gärung; Mazeration für 16-18 Tage mit Untertauchen. Ausbau; 18-24 Monate in neuen franz. Barrique. 12-14 Monate in der Flasche.,,,,,,,
1037,RED,Terre Brune Carignano del Sulcis Superiore,,,"95% Carignano, 5% Bovaleddu",Santadi,2009,36.4,1,2019-2 ,,100,16,Handlese. Gärung; Fermentation für 15 Tage. Mazeration auf der Schale. BSA im Barique. Ausbau; 16-18 Monate in franz. Neuen Barrique. 12 Monate Flaschenlagerung.,,,,,,,
1038,RED,,,,,,,,,,,7,1,,,,,,,,
1039,RED,,,,,,,,,,,7,1,,,,,,,,
1040,RED,,,,,,,,,,,7,1,,,,,,,,
1041,RED,Sizilien,,,,,,,,,,7,1,,,,,,,,
1042,RED,Noá,,,"40% Nero d'avola, 30% Merlot, c30% Cabernet s.",Cusumano,2016,20.2,2,,,67,11,Handlese. Gärung; 10-15 Tage. Ausbau; mit BSA in Eichenholz für 12 Moante.einige Monate Flaschenlagerung.,,,,,,,
1043,RED,Tancredi ,,,"nero d'avola, cabernet sauvignon, tannat",Donnafugata,2008,17.5,1,2013-1 2009-1,,59,9,"200-600m.ü.M. Gärung; Fermentation im Stahl mit Mazeration auf der Schale für 12 Tage. Ausbau; mit BSA, 14 Monate in franz.Barrique und Tonneau (neu und zweite Belegung). 24 Moante Flaschenlagerung.",,,,,,,
1044,RED,Camelot ,,,"cabernet sauvignon, merlot",Firriato,2010,17.55,2,,,59,9,235m.ü.M. Handlese. Gärung; Fermentation 14 Tage traditionell im Stahl. Ausbau; 9 Moante im franz. EichenBarrique. 6 Monate Flaschenlagerung. ,,,,,,,
1045,RED,Don Antonio ,,,Nero d'avola,Morgante,2010,16.63,3,,,56,9,"450-550 m.ü.M. Gärung; im Stahl, Mazeration auf der Schale für 20 Tage. BSA im Stahl. Ausbau; 12 Monate in neuen franz. Barrique 225l, 12 Monate Flaschenlagerung.",,,,,,,
1046,RED,Mille e una Notte ,,,Nero d'avola,Donnafugata,2018,43.1,1,2019-1,,119,19,"200-600m.ü.M. Gärung; im Stahl, Mazeration auf der Schale für 12 Tage. Ausbau; 15-16 Monate in neuen franz. Barrique. 30 Monate Flaschenlagerung.",,,,,,,
1047,RED,Cabernet Sauvignon Burdese ,,,"70% Cabernet sauvignon, 30% Cabernet Franc",Planeta,2013,15.5,1,,1,53,8,Gärung; Mazeration 15-18 tage auf der Schale. Ausbau; 14 Monate in neuen franz. Barrique mit BSA,,,,,,,
1048,RED,,,,,,,,,,,7,1,550m.ü.M. Gärung: im Edelstahl für 20 Tage auf der Schale. BSA. Ausbau; 18 Monate in franz. Eichenholz 225l,,,,,,,
1049,RED,,,,,,,,,,,7,,,,,,,,,
1050,RED,Rosso Etna ,,,"nerello mascalese, nerello cappuccio",Le Vigne di Eli,2014,10.3,3,,,41,6,,,,,,,,
1051,RED,,,,,,,,,,,7,1,,,,,,,,
1052,RED,Karasi,,,Arein Noir,Zorah Wines,2014,14.9,8,,,51,8,"1400m.ü.M. Gärung; im Stahl. Ausbau;12 Monate in Amphoren, einige davon Vergraben in der Erde. 6 Monate Flaschenlagerung( Karas = Name der Amphoren)",,,,,,,
1053,RED,Tinto Valbuena 5° anno,,,,vega Sicilia,2009,99,0,nicht gelistez,3,218,36,,,,,,,,
1054,RED,Priorat Aguilera,,,garnacha,L'infernal,2014,,1,,2,165,27,,,,,,,,
1055,RED,Herdia Tondonia tinto reserva,,,"75%tempranillo, 15%grenache, 10% Graziano e Mazuelo",Vina tondonia,2009,28.5,4,,2,78,13,,,,,,,,
1056,RED,"Bourgogne ""Cuvée Gravel"" ",,,Pinot Noir,C&C Maréchal,2016,22.9,6,2017-6,,75,12,Handlese. Gärung; Fermentation mit 2x täglicher Batonnage. Ausbau; 14 Monate in 10-15% neuen Barrique.,,,,,,,
1057,RED,,,,,,,,,,,7,,,,,,,,,
1058,RED,"Gevrey Chambertin ""Les Crais""",,,,Pièrre Naigeon,2020,65,6,,3,143,23,Handlese. Natürliche Fermentation. Für 16-18 Monate im Barrique ausgebaut.,,,,,,,
1059,RED,Vosne Romanée,,,,Jean-Marc Millot,2020,70,1,,2,154,25,,,,,,,,
1060,RED,Clos de la Roche Grand Cru ,,,,Louis Remy,2006,125,0,nicht gelistet,2,295,49,,,,,,,,
1061,RED,"Amiot Servelle Chambolle Musigny 1er Cru ""Les Amoureuses"" ",,,,,2019,270,2,,,594,99,,,,,,,,
1062,RED,Clos de la Roche Grand Cru ,,,,Louis Remy,2013,125,0,nicht gelistet,2,275,45,240-280m.ü.M. Familienunternehmen seit ca. 1820.,,,,,,,
1063,RED,"Amiot Servelle Chambolle Musigny 1er Cru ""Les Charmes"" ",,,,Amiot Servelle,2020,89,3,,1,196,32,BIO. 18 Moante in franz. Eichenfässern (30%neu),,,,,,,
1064,RED,,,,,,,,,,,7,,,,,,,,,
1065,RED,Echézeaux Grand Cru,,,,Jean-Marc Millot,2016,128,2,2020-2 (euro 175),,282,46,"BIO. Alles Handarbeit, er benutzt keine Maschienen, weder für die Ernte noch fürs Pressen, auch die Abfüllung und verkorkung. Weine werden in Eichenfässern ausgebaut mit BSA. Jean-Marc hat die Domaine 1997 nach langjährigem Familienstreit übernommen.",,,,,,,
1066,RED,Chambolle-Musigny,,,,Amiot Servelle,2021,60,2,,,132,22,"BIO. Alles Handarbeit, er benutzt keine Maschienen, weder für die Ernte noch fürs Pressen, auch die Abfüllung und verkorkung.. Weine werden in Eichenfässern ausgebaut mit BSA. Jean-Marc hat die Domaine 1997 nach langjährigem Familienstreit übernommen.",,,,,,,
1067,RED,"Nuits-St.-Georges ""Les Charmottes""",,,,Chicotot,2015,36,0,2018-3 ,,99,16,,,,,,,,
1068,RED,Nuits-St.-Georges 1er Cru Les Rues de Chaux,,,,Chicotot,2021,78,6,,,172,28,,,,,,,,
1069,RED,Aloxe-Corton 1er Cru Les Vergots,,,,Domaine Follin-Arbelet,2019,77.5,2,,,171,,,,,,,,,
1070,RED,"Pommard 1er Cru ""Grand Clos des Epenots""",,,,De Courcel,2018,99,2,2019-3,,218,36,seit mehr als 400 Jahren im Familienbesitz.,,,,,,,
1071,RED,"Volnay 1er Cru ""Fremiets""",,,,Joseph Voillot,2022,69,6,,,152,25,,,,,,,,
1072,RED,Vosne Romanée Les Souchots 1erCru,,,,Jean-Marc Millot,2020,160,2,2021-1,,352,58,,,,,,,,
1073,RED,Terra 1261 Spätburgunder,,,,Weingut Benedikt Baltes ,2015,,0,,3,175,29,,,,,,,,
1074,RED,Spätburgunder Silberberg,,,,Mayer Näkel,2021,62,6,,,136,22,,,,,,,,
1075,RED,Spätburgunder Schlossberg GG,,,"merlot 6e%, cabernet sauvignon 30%, cabernet franc",Franz Keller,2021,72.5,3,,,160,26,"in Barrique ausgebaut. Bauen den Wein BIO, teilweise Biodynamic an. ",,,,,,,
1076,RED,Châteaux Petit-Figeac Grand Cru,,,"Cabernet Sauvignon, Cabernet Franc et 1/3 de Merlot",,2018,75.5,2,,2,166,27,BIO,,,,,,,
1077,RED,Château Clinet Pomerol,,,"merlot, cabernet franc, cabernet sauvignon",Château Clinet,2008,67,1,,2,147,24,Ausbau; 16 Monate in 60% neuen und 40% zweitgebrauchten Barqqiue,,,,,,,
1078,RED,Château Pichon-Longueville-Baron ,,,"76% cabernet sauvignon, 24% merlot",Château Pichon Longueville,2012,76.5,2,,,195,32,"Mazeration mit Schale. Fermentation 3-4 Wochen, mit BSA. Barriqueausbau.",,,,,,,
1079,RED,Château Pontet Canet,,,"cabernet sauvignon, merlot, c. franc, petit verdot",Château Pontet-Canet,2019,169,1,,2,372,61,"Erster Jahrgang der Biodynamisch ist. Gärung natürlich, mazeration für 3-4 Wochen. Barrique ausgebaut, 1/3 in Amphoren.",,,,,,,
1080,RED,Les Tourelles du Châteaux Pichon Longueville,,,"merlot 6e%, cabernet sauvignon 30%, cabernet franc",Château Pichon Longueville Comtesse de Lalande,2019,55.5,2,,,122,20,"in Barrique ausgebaut. Bauen den Wein BIO, teilweise Biodynamic an. ",,,,,,,
1081,RED,Chateaux Palmer Margaux,,,"Cabernet Sauvignon, Merlot, Petit Verdot",Château Palmer,2009,283,1,,1,623,103,,,,,,,,
1082,RED,Château Margaux 1er GCC,,,"55% Cabernet sauvignon, 40% Merlot, 5% Cabernet franc",Château Margaux,2008,319,2,,,702,116,Barriqueausbau,,,,,,,
1083,RED,Château Mouton Rothschild GCC,,,"83% Cabernet sauvignon, 17% Merlot",Château Mounton Rothschild,2008,342,2,,2,752,125,Barriqueausbau,,,,,,,
1084,RED,Château Lafite Rothschild GCC ???,,,"80-90% Cabernet sauvignon, 5-20% Merlot, 0-5% Cabernet Franc",Château Lafite Rothschild,2008,650,1,,,1430,238,18-20 Monate in neuen Barrique,,,,,,,
1085,RED,Angelus 1er GCC,,,"Merlot, Cabernet Franc, Cabernet Sauvignon",,2009,314,1,,,691,115,,,,,,,,
